id,origin,surface,category,name,kind,in_default_scope,status,availability,support,numpy_signature,numsharp_target,numsharp_signatures,numsharp_source_paths,numsharp_source_urls,numsharp_obsolete,notes,documentation_url
numpy.einsum_path,numpy,np,Linear algebra,einsum_path,function,True,missing,missing,missing,"(*operands, optimize='greedy', einsum_call=False)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.einsum_path.html
numpy.emath,numpy,np,Namespaces,emath,module,False,missing,missing,missing,Signature unavailable from runtime introspection,,,,,False,,
numpy.empty,numpy,np,Array creation,empty,function,True,available,exact,declared,"(shape, dtype=None, order='C', *, device=None, like=None)",NumSharp.np.empty,"NumSharp.NDArray empty(NumSharp.Shape shape) | NumSharp.NDArray empty(NumSharp.Shape shape, NumSharp.NPTypeCode typeCode) | NumSharp.NDArray empty(NumSharp.Shape shape, System.Type dtype) | NumSharp.NDArray empty(NumSharp.Shape shape, char order, System.Type dtype = null) | NumSharp.NDArray empty(int shape) | NumSharp.NDArray empty(int[] shape) | NumSharp.NDArray empty(int[] shape) | NumSharp.NDArray empty(long[] shape) | NumSharp.NDArray empty(long[] shape)",src/NumSharp.Core/Creation/np.empty.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Creation/np.empty.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.empty.html
numpy.empty_like,numpy,np,Array creation,empty_like,function,True,available,exact,declared,"(prototype, /, dtype=None, order='K', subok=True, shape=None, *, device=None)",NumSharp.np.empty_like,"NumSharp.NDArray empty_like(NumSharp.NDArray prototype, NumSharp.NPTypeCode typeCode, NumSharp.Shape shape = null) | NumSharp.NDArray empty_like(NumSharp.NDArray prototype, NumSharp.NPTypeCode typeCode, NumSharp.Shape shape, char order) | NumSharp.NDArray empty_like(NumSharp.NDArray prototype, System.Type dtype = null, NumSharp.Shape shape = null) | NumSharp.NDArray empty_like(NumSharp.NDArray prototype, System.Type dtype, NumSharp.Shape shape, char order)",src/NumSharp.Core/Creation/np.empty_like.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Creation/np.empty_like.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.empty_like.html
numpy.equal,numpy,np,Logic & comparison,equal,ufunc,True,available,exact,declared,"(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.equal,"NumSharp.Generic.NDArray<bool> equal(NumSharp.NDArray x1, object x2) | NumSharp.Generic.NDArray<bool> equal(object x1, NumSharp.NDArray x2) | NumSharp.NDArray equal(NumSharp.NDArray x1, NumSharp.NDArray x2, NumSharp.NDArray out = null, NumSharp.NDArray where = null, NumSharp.NPTypeCode? dtype = null)",src/NumSharp.Core/Logic/np.comparison.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Logic/np.comparison.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.equal.html
numpy.errstate,numpy,np,Types,errstate,class,False,missing,missing,missing,"(*, call=<numpy._core._ufunc_config._unspecified object>, all=None, divide=None, over=None, under=None, invalid=None)",,,,,False,,
numpy.euler_gamma,numpy,np,Types & constants,euler_gamma,constant,False,available,exact,declared,Signature unavailable from runtime introspection,NumSharp.np.euler_gamma,double euler_gamma { get; },src/NumSharp.Core/APIs/np.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/APIs/np.cs,False,,
numpy.exceptions,numpy,np,Namespaces,exceptions,module,False,missing,missing,missing,Signature unavailable from runtime introspection,,,,,False,,
numpy.exp,numpy,np,Math,exp,ufunc,True,available,exact,declared,"(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.exp,"NumSharp.NDArray exp(NumSharp.NDArray a) | NumSharp.NDArray exp(NumSharp.NDArray a, NumSharp.NDArray out = null, NumSharp.NDArray where = null, NumSharp.NPTypeCode? dtype = null) | NumSharp.NDArray exp(NumSharp.NDArray a, NumSharp.NPTypeCode typeCode) | NumSharp.NDArray exp(NumSharp.NDArray a, System.Type dtype)",src/NumSharp.Core/Statistics/np.exp.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Statistics/np.exp.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.exp.html
numpy.exp2,numpy,np,Math,exp2,ufunc,True,available,exact,declared,"(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.exp2,"NumSharp.NDArray exp2(NumSharp.NDArray a) | NumSharp.NDArray exp2(NumSharp.NDArray a, NumSharp.NDArray out = null, NumSharp.NDArray where = null, NumSharp.NPTypeCode? dtype = null) | NumSharp.NDArray exp2(NumSharp.NDArray a, NumSharp.NPTypeCode typeCode) | NumSharp.NDArray exp2(NumSharp.NDArray a, System.Type dtype)",src/NumSharp.Core/Statistics/np.exp.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Statistics/np.exp.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.exp2.html
numpy.expand_dims,numpy,np,Shape manipulation,expand_dims,function,True,available,exact,declared,"(a, axis)",NumSharp.np.expand_dims,"NumSharp.NDArray expand_dims(NumSharp.NDArray a, System.Collections.Generic.IEnumerable<int> axis) | NumSharp.NDArray expand_dims(NumSharp.NDArray a, int axis) | NumSharp.NDArray expand_dims(NumSharp.NDArray a, int[] axis)",src/NumSharp.Core/Manipulation/np.expand_dims.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/np.expand_dims.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.expand_dims.html
numpy.expm1,numpy,np,Math,expm1,ufunc,True,available,exact,declared,"(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.expm1,"NumSharp.NDArray expm1(NumSharp.NDArray a) | NumSharp.NDArray expm1(NumSharp.NDArray a, NumSharp.NDArray out = null, NumSharp.NDArray where = null, NumSharp.NPTypeCode? dtype = null) | NumSharp.NDArray expm1(NumSharp.NDArray a, NumSharp.NPTypeCode typeCode) | NumSharp.NDArray expm1(NumSharp.NDArray a, System.Type dtype)",src/NumSharp.Core/Statistics/np.exp.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Statistics/np.exp.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.expm1.html
numpy.extract,numpy,np,Indexing & selection,extract,function,True,available,exact,declared,"(condition, arr)",NumSharp.np.extract,"NumSharp.NDArray extract(NumSharp.NDArray condition, NumSharp.NDArray arr)",src/NumSharp.Core/Indexing/np.extract.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Indexing/np.extract.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.extract.html
numpy.eye,numpy,np,Array creation,eye,function,True,available,exact,declared,"(N, M=None, k=0, dtype=<class 'float'>, order='C', *, device=None, like=None)",NumSharp.np.eye,"NumSharp.NDArray eye(int N, int? M = null, int k = 0, System.Type dtype = null, char order = 'C')",src/NumSharp.Core/Creation/np.eye.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Creation/np.eye.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.eye.html
numpy.f2py,numpy,np,Namespaces,f2py,module,False,missing,missing,missing,Signature unavailable from runtime introspection,,,,,False,,
numpy.fabs,numpy,np,Math,fabs,ufunc,True,missing,missing,missing,"(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.fabs.html
numpy.False_,numpy,np,Types & constants,False_,constant,False,missing,missing,missing,Signature unavailable from runtime introspection,,,,,False,,
numpy.fft,numpy,np,Namespaces,fft,module,False,missing,missing,missing,Signature unavailable from runtime introspection,,,,,False,,
numpy.fill_diagonal,numpy,np,Linear algebra,fill_diagonal,function,True,missing,missing,missing,"(a, val, wrap=False)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.fill_diagonal.html
numpy.finfo,numpy,np,Types,finfo,class,False,available,exact,declared,(dtype),NumSharp.np.finfo,NumSharp.finfo finfo() | NumSharp.finfo finfo(NumSharp.NDArray arr) | NumSharp.finfo finfo(NumSharp.NPTypeCode typeCode) | NumSharp.finfo finfo(System.Type type) | NumSharp.finfo finfo(string dtypeName),src/NumSharp.Core/APIs/np.finfo.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/APIs/np.finfo.cs,False,,
numpy.fix,numpy,np,Math,fix,function,True,missing,missing,missing,"(x, out=None)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.fix.html
numpy.flatiter,numpy,np,Types,flatiter,class,False,missing,missing,missing,(),,,,,False,,
numpy.flatnonzero,numpy,np,Sorting & searching,flatnonzero,function,True,available,exact,declared,(a),NumSharp.np.flatnonzero,NumSharp.Generic.NDArray<long> flatnonzero(NumSharp.NDArray a),src/NumSharp.Core/Indexing/np.flatnonzero.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Indexing/np.flatnonzero.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.flatnonzero.html
numpy.flexible,numpy,np,Types,flexible,class,False,missing,missing,missing,(),,,,,False,,
numpy.flip,numpy,np,Shape manipulation,flip,function,True,available,exact,declared,"(m, axis=None)",NumSharp.np.flip,"NumSharp.NDArray flip(NumSharp.NDArray m, int? axis = null) | NumSharp.NDArray flip(NumSharp.NDArray m, int[] axis)",src/NumSharp.Core/Manipulation/np.flip.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/np.flip.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.flip.html
numpy.fliplr,numpy,np,Shape manipulation,fliplr,function,True,available,exact,declared,(m),NumSharp.np.fliplr,NumSharp.NDArray fliplr(NumSharp.NDArray m),src/NumSharp.Core/Manipulation/np.flip.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/np.flip.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.fliplr.html
numpy.flipud,numpy,np,Shape manipulation,flipud,function,True,available,exact,declared,(m),NumSharp.np.flipud,NumSharp.NDArray flipud(NumSharp.NDArray m),src/NumSharp.Core/Manipulation/np.flip.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/np.flip.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.flipud.html
numpy.float16,numpy,np,Types,float16,class,False,available,exact,declared,"(value=0, /)",NumSharp.np.float16,readonly System.Type float16,src/NumSharp.Core/APIs/np.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/APIs/np.cs,False,,
numpy.float32,numpy,np,Types,float32,class,False,available,exact,declared,"(value=0, /)",NumSharp.np.float32,readonly System.Type float32,src/NumSharp.Core/APIs/np.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/APIs/np.cs,False,,
numpy.float64,numpy,np,Types,float64,class,False,available,exact,declared,"(value=0, /)",NumSharp.np.float64,readonly System.Type float64,src/NumSharp.Core/APIs/np.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/APIs/np.cs,False,,
numpy.float_power,numpy,np,Math,float_power,ufunc,True,missing,missing,missing,"(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.float_power.html
numpy.floating,numpy,np,Types,floating,class,False,missing,missing,missing,(),,,,,False,,
numpy.floor,numpy,np,Math,floor,ufunc,True,available,exact,declared,"(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.floor,"NumSharp.NDArray floor(NumSharp.NDArray x, NumSharp.NDArray out = null, NumSharp.NDArray where = null, NumSharp.NPTypeCode? dtype = null) | NumSharp.NDArray floor(NumSharp.NDArray x, NumSharp.NPTypeCode dtype) | NumSharp.NDArray floor(NumSharp.NDArray x, System.Type dtype)",src/NumSharp.Core/Math/np.floor.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.floor.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.floor.html
numpy.floor_divide,numpy,np,Math,floor_divide,ufunc,True,available,exact,declared,"(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.floor_divide,"NumSharp.NDArray floor_divide(NumSharp.NDArray x1, NumSharp.NDArray x2, NumSharp.NDArray out = null, NumSharp.NDArray where = null, NumSharp.NPTypeCode? dtype = null) | NumSharp.NDArray floor_divide(NumSharp.NDArray x1, NumSharp.NDArray x2, NumSharp.NPTypeCode typeCode) | NumSharp.NDArray floor_divide(NumSharp.NDArray x1, NumSharp.NDArray x2, System.Type dtype) | NumSharp.NDArray floor_divide(NumSharp.NDArray x1, object x2) | NumSharp.NDArray floor_divide(NumSharp.NDArray x1, object x2, NumSharp.NPTypeCode typeCode) | NumSharp.NDArray floor_divide(NumSharp.NDArray x1, object x2, System.Type dtype)",src/NumSharp.Core/Math/np.floor_divide.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.floor_divide.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.floor_divide.html
numpy.fmax,numpy,np,Logic & comparison,fmax,ufunc,True,available,exact,declared,"(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.fmax,"NumSharp.NDArray fmax(NumSharp.NDArray x1, NumSharp.NDArray x2, NumSharp.NDArray out) | NumSharp.NDArray fmax(NumSharp.NDArray x1, NumSharp.NDArray x2, NumSharp.NPTypeCode? dtype = null) | NumSharp.NDArray fmax(NumSharp.NDArray x1, NumSharp.NDArray x2, System.Type dtype)",src/NumSharp.Core/Math/np.maximum.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.maximum.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.fmax.html
numpy.fmin,numpy,np,Logic & comparison,fmin,ufunc,True,available,exact,declared,"(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.fmin,"NumSharp.NDArray fmin(NumSharp.NDArray x1, NumSharp.NDArray x2, NumSharp.NDArray out) | NumSharp.NDArray fmin(NumSharp.NDArray x1, NumSharp.NDArray x2, NumSharp.NPTypeCode? dtype = null) | NumSharp.NDArray fmin(NumSharp.NDArray x1, NumSharp.NDArray x2, System.Type dtype)",src/NumSharp.Core/Math/np.minimum.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.minimum.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.fmin.html
numpy.fmod,numpy,np,Math,fmod,ufunc,True,missing,missing,missing,"(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.fmod.html
numpy.format_float_positional,numpy,np,Text & formatting,format_float_positional,function,True,available,exact,declared,"(x, precision=None, unique=True, fractional=True, trim='k', sign=False, pad_left=None, pad_right=None, min_digits=None)",NumSharp.np.format_float_positional,"string format_float_positional(double x, int? precision = null, bool unique = true, bool fractional = true, char trim = 'k', bool sign = false, int? pad_left = null, int? pad_right = null, int? min_digits = null)",src/NumSharp.Core/APIs/np.array2string.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/APIs/np.array2string.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.format_float_positional.html
numpy.format_float_scientific,numpy,np,Text & formatting,format_float_scientific,function,True,available,exact,declared,"(x, precision=None, unique=True, trim='k', sign=False, pad_left=None, exp_digits=None, min_digits=None)",NumSharp.np.format_float_scientific,"string format_float_scientific(double x, int? precision = null, bool unique = true, char trim = 'k', bool sign = false, int? pad_left = null, int? exp_digits = null, int? min_digits = null)",src/NumSharp.Core/APIs/np.array2string.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/APIs/np.array2string.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.format_float_scientific.html
numpy.frexp,numpy,np,Math,frexp,ufunc,True,missing,missing,missing,"(x, /, out=(None, None), *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.frexp.html
numpy.from_dlpack,numpy,np,Array creation,from_dlpack,function,True,missing,missing,missing,"(x, /, *, device=None, copy=None)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.from_dlpack.html
numpy.frombuffer,numpy,np,Array creation,frombuffer,function,True,available,exact,declared,"(buffer, dtype=None, count=-1, offset=0, *, like=None)",NumSharp.np.frombuffer,"NumSharp.NDArray frombuffer(System.ArraySegment<byte> segment, NumSharp.NPTypeCode dtype, long count = -1) | NumSharp.NDArray frombuffer(System.ArraySegment<byte> segment, System.Type dtype = null, long count = -1) | NumSharp.NDArray frombuffer(System.IntPtr address, long byteLength, NumSharp.NPTypeCode dtype, long count = -1, long offset = 0, System.Action dispose = null) | NumSharp.NDArray frombuffer(System.IntPtr address, long byteLength, System.Type dtype = null, long count = -1, long offset = 0, System.Action dispose = null) | NumSharp.NDArray frombuffer(System.Memory<byte> memory, NumSharp.NPTypeCode dtype, long count = -1, long offset = 0) | NumSharp.NDArray frombuffer(System.Memory<byte> memory, System.Type dtype = null, long count = -1, long offset = 0) | NumSharp.NDArray frombuffer(System.ReadOnlySpan<byte> buffer, NumSharp.NPTypeCode dtype, long count = -1, long offset = 0) | NumSharp.NDArray frombuffer(System.ReadOnlySpan<byte> buffer, System.Type dtype = null, long count = -1, long offset = 0) | NumSharp.NDArray frombuffer(System.Void* address, long byteLength, NumSharp.NPTypeCode dtype, long count = -1, long offset = 0, System.Action dispose = null) | NumSharp.NDArray frombuffer(System.Void* address, long byteLength, System.Type dtype = null, long count = -1, long offset = 0, System.Action dispose = null) | NumSharp.NDArray frombuffer(TSource[] array, NumSharp.NPTypeCode dtype, long count = -1, long offset = 0) | NumSharp.NDArray frombuffer(TSource[] array, System.Type dtype = null, long count = -1, long offset = 0) | NumSharp.NDArray frombuffer(byte[] buffer, NumSharp.NPTypeCode dtype, long count = -1, long offset = 0) | NumSharp.NDArray frombuffer(byte[] buffer, System.Type dtype = null, long count = -1, long offset = 0) | NumSharp.NDArray frombuffer(byte[] buffer, string dtype, long count = -1, long offset = 0)",src/NumSharp.Core/Creation/np.frombuffer.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Creation/np.frombuffer.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.frombuffer.html
